,Unnamed: 0,DOI,adsorbent_hashkey,isotherm_file,temp_C,P_units,ads_units,CO2cap
27,260,10.1002/adfm.201502069,NIST-MATDB-a8881f649c6a1c8dc5760b668d3fc1f4,10.1002adfm.201502069.Isotherm10.json,30,bar,mmol/g,0.0005345825296224855
28,265,10.1002/adfm.201502069,NIST-MATDB-fcbfa05a72a31364cffdbc3fcb55d072,10.1002adfm.201502069.Isotherm6.json,30,bar,mmol/g,0.0005345825296224855
29,266,10.1002/adfm.201502069,NIST-MATDB-e444d66fc68bec5534b2ef85f89a4145,10.1002adfm.201502069.Isotherm7.json,30,bar,mmol/g,0.0005345825296224855
30,267,10.1002/adfm.201502069,NIST-MATDB-c354a25737a46d160dbcebe6d23f72ee,10.1002adfm.201502069.Isotherm8.json,30,bar,mmol/g,0.0005345825296224855
31,268,10.1002/adfm.201502069,NIST-MATDB-0c72526b865dae77fe632a90a7496e7c,10.1002adfm.201502069.Isotherm9.json,30,bar,mmol/g,0.0005345825296224855
37,293,10.1002/adma.200602645,NIST-MATDB-7cb7f2ebc677a987561f61f34f01f965,10.1002adma.200602645.Isotherm1.json,31,bar,mmol/g,0.0005345825296224855
56,361,10.1002/adsu.201700092,NIST-MATDB-86f0ec02124e8670e186f3e87a707e89,10.1002adsu.201700092.Isotherm11.json,25,bar,mmol/g,0.0005345825296224855
57,362,10.1002/adsu.201700092,NIST-MATDB-d6934b6bfd67e4cc829e07b7d1e22e49,10.1002adsu.201700092.Isotherm12.json,25,bar,mmol/g,0.0005345825296224855
58,363,10.1002/adsu.201700092,NIST-MATDB-aa8168e0eaccc317f0e4d55f6cd58d20,10.1002adsu.201700092.Isotherm13.json,25,bar,mmol/g,0.0005345825296224855
84,455,10.1002/Aic.11865,NIST-MATDB-1b4fff6cb48e3c544cb81776c1f1ac76,10.1002Aic.11865.isotherm3.json,25,bar,mmol/g,0.0005345825296224855
85,511,10.1002/Aic.13970,NIST-MATDB-b699807b06891c7f1f32b0be7c081517,10.1002Aic.13970.isotherm10.json,55,bar,mmol/g,0.0005345825296224855
94,532,10.1002/Aic.13970,NIST-MATDB-b2dc02871a66ac38e4b195796cf3e00b,10.1002Aic.13970.isotherm3.json,25,bar,mmol/g,0.0005345825296224855
95,540,10.1002/Aic.13970,NIST-MATDB-b2dc02871a66ac38e4b195796cf3e00b,10.1002Aic.13970.isotherm37.json,25,bar,mmol/g,0.0005345825296224855
96,543,10.1002/Aic.13970,NIST-MATDB-b2dc02871a66ac38e4b195796cf3e00b,10.1002Aic.13970.isotherm4.json,35,bar,mmol/g,0.0005345825296224855
97,547,10.1002/Aic.13970,NIST-MATDB-b699807b06891c7f1f32b0be7c081517,10.1002Aic.13970.isotherm45.json,25,bar,mmol/g,0.0005345825296224855
98,550,10.1002/Aic.13970,NIST-MATDB-b2dc02871a66ac38e4b195796cf3e00b,10.1002Aic.13970.isotherm5.json,45,bar,mmol/g,0.0005345825296224855
99,551,10.1002/Aic.13970,NIST-MATDB-b2dc02871a66ac38e4b195796cf3e00b,10.1002Aic.13970.isotherm6.json,55,bar,mmol/g,0.0005345825296224855
100,552,10.1002/Aic.13970,NIST-MATDB-b699807b06891c7f1f32b0be7c081517,10.1002Aic.13970.isotherm7.json,25,bar,mmol/g,0.0005345825296224855
101,553,10.1002/Aic.13970,NIST-MATDB-b699807b06891c7f1f32b0be7c081517,10.1002Aic.13970.isotherm8.json,35,bar,mmol/g,0.0005345825296224855
102,554,10.1002/Aic.13970,NIST-MATDB-b699807b06891c7f1f32b0be7c081517,10.1002Aic.13970.isotherm9.json,45,bar,mmol/g,0.0005345825296224855
103,555,10.1002/Aic.14467,NIST-MATDB-f455e6339397d022a9bf1134cca8376d,10.1002Aic.14467.Isotherm1.json,25,bar,mmol/g,0.0005345825296224855
104,556,10.1002/Aic.14467,NIST-MATDB-b848f05ba9fb26cdd50755863b377c56,10.1002Aic.14467.Isotherm10.json,25,bar,mmol/g,0.0005345825296224855
105,557,10.1002/Aic.14467,NIST-MATDB-b848f05ba9fb26cdd50755863b377c56,10.1002Aic.14467.Isotherm11.json,25,bar,mmol/g,0.0005345825296224855
106,558,10.1002/Aic.14467,NIST-MATDB-bbd809480ca8c8d0e4d066e70a9719d1,10.1002Aic.14467.Isotherm12.json,25,bar,mmol/g,0.0005345825296224855
107,559,10.1002/Aic.14467,NIST-MATDB-bbd809480ca8c8d0e4d066e70a9719d1,10.1002Aic.14467.Isotherm13.json,25,bar,mmol/g,0.0005345825296224855
108,560,10.1002/Aic.14467,NIST-MATDB-bbd809480ca8c8d0e4d066e70a9719d1,10.1002Aic.14467.Isotherm14.json,25,bar,mmol/g,0.0005345825296224855
109,561,10.1002/Aic.14467,NIST-MATDB-f5e80ffaaaf05f4ed655664fd22defb9,10.1002Aic.14467.Isotherm15.json,25,bar,mmol/g,0.0005345825296224855
110,562,10.1002/Aic.14467,NIST-MATDB-f5e80ffaaaf05f4ed655664fd22defb9,10.1002Aic.14467.Isotherm16.json,25,bar,mmol/g,0.0005345825296224855
111,563,10.1002/Aic.14467,NIST-MATDB-b2dc02871a66ac38e4b195796cf3e00b,10.1002Aic.14467.Isotherm17.json,25,bar,mmol/g,0.0005345825296224855
112,564,10.1002/Aic.14467,NIST-MATDB-b2dc02871a66ac38e4b195796cf3e00b,10.1002Aic.14467.Isotherm18.json,25,bar,mmol/g,0.0005345825296224855
113,565,10.1002/Aic.14467,NIST-MATDB-367c1fc33062b7f842fdf3a5071148d9,10.1002Aic.14467.Isotherm19.json,40,bar,mmol/g,0.0005345825296224855
114,566,10.1002/Aic.14467,NIST-MATDB-f455e6339397d022a9bf1134cca8376d,10.1002Aic.14467.Isotherm2.json,25,bar,mmol/g,0.0005345825296224855
115,567,10.1002/Aic.14467,NIST-MATDB-f455e6339397d022a9bf1134cca8376d,10.1002Aic.14467.Isotherm20.json,40,bar,mmol/g,0.0005345825296224855
116,568,10.1002/Aic.14467,NIST-MATDB-18e376e92b271f0e1a62a2a81dcd0a63,10.1002Aic.14467.Isotherm21.json,40,bar,mmol/g,0.0005345825296224855
117,569,10.1002/Aic.14467,NIST-MATDB-b2dc02871a66ac38e4b195796cf3e00b,10.1002Aic.14467.Isotherm22.json,40,bar,mmol/g,0.0005345825296224855
118,570,10.1002/Aic.14467,NIST-MATDB-b848f05ba9fb26cdd50755863b377c56,10.1002Aic.14467.Isotherm23.json,40,bar,mmol/g,0.0005345825296224855
119,571,10.1002/Aic.14467,NIST-MATDB-71d6fc9e1d75f65e8a04544608290958,10.1002Aic.14467.Isotherm24.json,40,bar,mmol/g,0.0005345825296224855
120,572,10.1002/Aic.14467,NIST-MATDB-991daf7313251e7e607e2bab2da57e33,10.1002Aic.14467.Isotherm25.json,40,bar,mmol/g,0.0005345825296224855
121,573,10.1002/Aic.14467,NIST-MATDB-f5e80ffaaaf05f4ed655664fd22defb9,10.1002Aic.14467.Isotherm26.json,40,bar,mmol/g,0.0005345825296224855
122,577,10.1002/Aic.14467,NIST-MATDB-b342ae78d659f61921dcf8ab7031c67a,10.1002Aic.14467.Isotherm3.json,30,bar,mmol/g,0.0005345825296224855
123,588,10.1002/Aic.14467,NIST-MATDB-b342ae78d659f61921dcf8ab7031c67a,10.1002Aic.14467.Isotherm4.json,30,bar,mmol/g,0.0005345825296224855
124,599,10.1002/Aic.14467,NIST-MATDB-2c9380bddc59f547484ff729eab7d7cb,10.1002Aic.14467.Isotherm5.json,25,bar,mmol/g,0.0005345825296224855
125,610,10.1002/Aic.14467,NIST-MATDB-2c9380bddc59f547484ff729eab7d7cb,10.1002Aic.14467.Isotherm6.json,25,bar,mmol/g,0.0005345825296224855
126,621,10.1002/Aic.14467,NIST-MATDB-991daf7313251e7e607e2bab2da57e33,10.1002Aic.14467.Isotherm7.json,30,bar,mmol/g,0.0005345825296224855
127,632,10.1002/Aic.14467,NIST-MATDB-991daf7313251e7e607e2bab2da57e33,10.1002Aic.14467.Isotherm8.json,30,bar,mmol/g,0.0005345825296224855
128,643,10.1002/Aic.14467,NIST-MATDB-b848f05ba9fb26cdd50755863b377c56,10.1002Aic.14467.Isotherm9.json,25,bar,mmol/g,0.0005345825296224855
129,647,10.1002/Aic.14467,NIST-MATDB-991daf7313251e7e607e2bab2da57e33,10.1002Aic.14467.Isotherm93.json,40,bar,mmol/g,0.0005345825296224855
130,648,10.1002/Aic.14467,NIST-MATDB-f5e80ffaaaf05f4ed655664fd22defb9,10.1002Aic.14467.Isotherm94.json,40,bar,mmol/g,0.0005345825296224855
131,649,10.1002/Aic.14467,NIST-MATDB-71d6fc9e1d75f65e8a04544608290958,10.1002Aic.14467.Isotherm95.json,40,bar,mmol/g,0.0005345825296224855
132,650,10.1002/Aic.14467,NIST-MATDB-b848f05ba9fb26cdd50755863b377c56,10.1002Aic.14467.Isotherm96.json,40,bar,mmol/g,0.0005345825296224855
133,651,10.1002/Aic.14467,NIST-MATDB-b2dc02871a66ac38e4b195796cf3e00b,10.1002Aic.14467.Isotherm97.json,40,bar,mmol/g,0.0005345825296224855
134,780,10.1002/aic.690461017,NIST-MATDB-453276ee992ed07dc207ed08b2b221ce,10.1002aic.690461017.isotherm1.json,32,bar,mmol/g,0.0005345825296224855
135,781,10.1002/aic.690461017,NIST-MATDB-453276ee992ed07dc207ed08b2b221ce,10.1002aic.690461017.isotherm2.json,36,bar,mmol/g,0.0005345825296224855
136,782,10.1002/aic.690461017,NIST-MATDB-453276ee992ed07dc207ed08b2b221ce,10.1002aic.690461017.isotherm3.json,40,bar,mmol/g,0.0005345825296224855
137,783,10.1002/aic.690461017,NIST-MATDB-453276ee992ed07dc207ed08b2b221ce,10.1002aic.690461017.isotherm4.json,45,bar,mmol/g,0.0005345825296224855
138,784,10.1002/aic.690461017,NIST-MATDB-453276ee992ed07dc207ed08b2b221ce,10.1002aic.690461017.isotherm5.json,35,bar,mmol/g,0.0005345825296224855
139,785,10.1002/aic.690461017,NIST-MATDB-453276ee992ed07dc207ed08b2b221ce,10.1002aic.690461017.isotherm6.json,45,bar,mmol/g,0.0005345825296224855
140,786,10.1002/aic.690461017,NIST-MATDB-453276ee992ed07dc207ed08b2b221ce,10.1002aic.690461017.isotherm7.json,55,bar,mmol/g,0.0005345825296224855
141,787,10.1002/aic.690470520,NIST-MATDB-1e130146cc6d11f05471f1e054d640c8,10.1002aic.690470520.Isotherm1.json,20,bar,mmol/g,0.0005345825296224855
142,799,10.1002/aic.690470520,NIST-MATDB-1e130146cc6d11f05471f1e054d640c8,10.1002aic.690470520.Isotherm6.json,20,bar,mmol/g,0.0005345825296224855
143,869,10.1002/ange.201501718,NIST-MATDB-c7cd24c3054ed101925efb252b6d2449,10.1002ange.201501718.Isotherm2.json,0,bar,mmol/g,0.0005345825296224855
146,911,10.1002/anie.200604353,NIST-MATDB-e5f91e45030905cffe29ac36db9a1d90,10.1002anie.200604353.Isotherm19.json,-78,bar,mmol/g,0.0005345825296224855
147,913,10.1002/anie.200604353,NIST-MATDB-e5f91e45030905cffe29ac36db9a1d90,10.1002anie.200604353.Isotherm20.json,-78,bar,mmol/g,0.0005345825296224855
150,937,10.1002/anie.200702324,NIST-MATDB-11da815940ce89b79b2c7841ee4e2fd4,10.1002anie.200702324.Isotherm3.json,25,bar,mmol/g,0.0005345825296224855
151,938,10.1002/anie.200702324,NIST-MATDB-11da815940ce89b79b2c7841ee4e2fd4,10.1002anie.200702324.Isotherm4.json,25,bar,mmol/g,0.0005345825296224855
189,1060,10.1002/anie.201102329,NIST-MATDB-4a3e426f65c8cac0c7a4847b2844263f,10.1002anie.201102329.Isotherm11.json,25,bar,mmol/g,0.0005345825296224855
190,1061,10.1002/anie.201102329,NIST-MATDB-4a3e426f65c8cac0c7a4847b2844263f,10.1002anie.201102329.Isotherm12.json,25,bar,mmol/g,0.0005345825296224855
191,1062,10.1002/anie.201102329,NIST-MATDB-4a3e426f65c8cac0c7a4847b2844263f,10.1002anie.201102329.Isotherm13.json,0,bar,mmol/g,0.0005345825296224855
192,1063,10.1002/anie.201102329,NIST-MATDB-4a3e426f65c8cac0c7a4847b2844263f,10.1002anie.201102329.Isotherm14.json,0,bar,mmol/g,0.0005345825296224855
193,1064,10.1002/anie.201102329,NIST-MATDB-4a3e426f65c8cac0c7a4847b2844263f,10.1002anie.201102329.Isotherm15.json,25,bar,mmol/g,0.0005345825296224855
194,1065,10.1002/anie.201102329,NIST-MATDB-4a3e426f65c8cac0c7a4847b2844263f,10.1002anie.201102329.Isotherm16.json,50,bar,mmol/g,0.0005345825296224855
195,1066,10.1002/anie.201102329,NIST-MATDB-4a3e426f65c8cac0c7a4847b2844263f,10.1002anie.201102329.Isotherm17.json,50,bar,mmol/g,0.0005345825296224855
196,1078,10.1002/anie.201104130,NIST-MATDB-39b362f425a71ef662adaac3dd0513d1,10.1002anie.201104130.isotherm4.json,30,bar,mmol/g,0.0005345825296224855
197,1090,10.1002/anie.201105966,NIST-MATDB-dd648c6388274576eaa6f506d849b3f9,10.1002anie.201105966.Isotherm15.json,25,bar,mmol/g,0.0005345825296224855
201,1103,10.1002/anie.201105966,NIST-MATDB-0202c8c0517a5cf803961b78a0faa47f,10.1002anie.201105966.Isotherm5.json,25,bar,mmol/g,0.0005345825296224855
202,1104,10.1002/anie.201105966,NIST-MATDB-e7a38098d7f17906ec2b52dea24b2939,10.1002anie.201105966.Isotherm6.json,25,bar,mmol/g,0.0005345825296224855
203,1105,10.1002/anie.201105966,NIST-MATDB-d0c831582291703f826e3a6b5e7db410,10.1002anie.201105966.Isotherm7.json,25,bar,mmol/g,0.0005345825296224855
204,1106,10.1002/anie.201105966,NIST-MATDB-3f1e670d8fe1c6d6148c956ae7abb4e6,10.1002anie.201105966.Isotherm8.json,25,bar,mmol/g,0.0005345825296224855
205,1107,10.1002/anie.201105966,NIST-MATDB-a0c4117b2de8b3ac0deebda1d521c19b,10.1002anie.201105966.Isotherm9.json,25,bar,mmol/g,0.0005345825296224855
215,1157,10.1002/anie.201302715,NIST-MATDB-30f48b3c242f6fab73802980177ac288,10.1002anie.201302715.isotherm5.json,0,bar,mmol/g,0.0005345825296224855
216,1158,10.1002/anie.201302715,NIST-MATDB-30f48b3c242f6fab73802980177ac288,10.1002anie.201302715.isotherm6.json,25,bar,mmol/g,0.0005345825296224855
223,1215,10.1002/anie.201501718,NIST-MATDB-c7cd24c3054ed101925efb252b6d2449,10.1002anie.201501718.Isotherm2.json,0,bar,mmol/g,0.0005345825296224855
231,1283,10.1002/anie.201607745,NIST-MATDB-17e986fe8ea1a230743d2b001556dc67,10.1002anie.201607745.Isotherm10.json,10,bar,mmol/g,0.0005345825296224855
232,1284,10.1002/anie.201607745,NIST-MATDB-17e986fe8ea1a230743d2b001556dc67,10.1002anie.201607745.Isotherm11.json,15,bar,mmol/g,0.0005345825296224855
233,1285,10.1002/anie.201607745,NIST-MATDB-17e986fe8ea1a230743d2b001556dc67,10.1002anie.201607745.Isotherm12.json,20,bar,mmol/g,0.0005345825296224855
234,1289,10.1002/anie.201607745,NIST-MATDB-d76fc9c0abb0833a2b5183079bea5700,10.1002anie.201607745.Isotherm3.json,5,bar,mmol/g,0.0005345825296224855
235,1290,10.1002/anie.201607745,NIST-MATDB-d76fc9c0abb0833a2b5183079bea5700,10.1002anie.201607745.Isotherm4.json,10,bar,mmol/g,0.0005345825296224855
236,1291,10.1002/anie.201607745,NIST-MATDB-d76fc9c0abb0833a2b5183079bea5700,10.1002anie.201607745.Isotherm5.json,15,bar,mmol/g,0.0005345825296224855
237,1292,10.1002/anie.201607745,NIST-MATDB-d76fc9c0abb0833a2b5183079bea5700,10.1002anie.201607745.Isotherm6.json,20,bar,mmol/g,0.0005345825296224855
238,1295,10.1002/anie.201607745,NIST-MATDB-17e986fe8ea1a230743d2b001556dc67,10.1002anie.201607745.Isotherm9.json,5,bar,mmol/g,0.0005345825296224855
262,1427,10.1002/cctc.201600840,NIST-MATDB-eaa01349fa3c7b12370375a55a03da18,10.1002cctc.201600840.Isotherm2.json,0,bar,mmol/g,0.0005345825296224855
263,1428,10.1002/cctc.201600840,NIST-MATDB-eaa01349fa3c7b12370375a55a03da18,10.1002cctc.201600840.Isotherm3.json,25,bar,mmol/g,0.0005345825296224855
264,1443,10.1002/ceat.201300046,NIST-MATDB-991daf7313251e7e607e2bab2da57e33,10.1002ceat.201300046.isotherm1.json,35,bar,mmol/g,0.0005345825296224855
265,1447,10.1002/ceat.201300046,NIST-MATDB-20d7aa36608e434d9344bab88bf808f4,10.1002ceat.201300046.Isotherm13.json,35,bar,mmol/g,0.0005345825296224855
266,1448,10.1002/ceat.201300046,NIST-MATDB-58b38f910b90dfbda3a234cf7791014f,10.1002ceat.201300046.Isotherm14.json,35,bar,mmol/g,0.0005345825296224855
267,1449,10.1002/ceat.201300046,NIST-MATDB-20d7aa36608e434d9344bab88bf808f4,10.1002ceat.201300046.Isotherm15.json,70,bar,mmol/g,0.0005345825296224855
268,1450,10.1002/ceat.201300046,NIST-MATDB-58b38f910b90dfbda3a234cf7791014f,10.1002ceat.201300046.Isotherm16.json,70,bar,mmol/g,0.0005345825296224855
269,1451,10.1002/ceat.201300046,NIST-MATDB-20d7aa36608e434d9344bab88bf808f4,10.1002ceat.201300046.Isotherm17.json,100,bar,mmol/g,0.0005345825296224855
270,1452,10.1002/ceat.201300046,NIST-MATDB-58b38f910b90dfbda3a234cf7791014f,10.1002ceat.201300046.Isotherm18.json,100,bar,mmol/g,0.0005345825296224855
271,1454,10.1002/ceat.201300046,NIST-MATDB-991daf7313251e7e607e2bab2da57e33,10.1002ceat.201300046.isotherm2.json,35,bar,mmol/g,0.0005345825296224855
272,1461,10.1002/ceat.201300046,NIST-MATDB-58b38f910b90dfbda3a234cf7791014f,10.1002ceat.201300046.Isotherm26.json,35,bar,mmol/g,0.0005345825296224855
273,1462,10.1002/ceat.201300046,NIST-MATDB-b76bbf3e404395a8b5d1b9ec08bf2d8f,10.1002ceat.201300046.Isotherm27.json,35,bar,mmol/g,0.0005345825296224855
274,1463,10.1002/ceat.201300046,NIST-MATDB-df647d61b00b35b8b88ae26030802346,10.1002ceat.201300046.Isotherm28.json,41,bar,mmol/g,0.0005345825296224855
275,1464,10.1002/ceat.201300046,NIST-MATDB-1b85b1862d4e9cc2e0f46d0e2698ab79,10.1002ceat.201300046.Isotherm29.json,30,bar,mmol/g,0.0005345825296224855
276,1465,10.1002/ceat.201300046,NIST-MATDB-991daf7313251e7e607e2bab2da57e33,10.1002ceat.201300046.isotherm3.json,70,bar,mmol/g,0.0005345825296224855
277,1466,10.1002/ceat.201300046,NIST-MATDB-bced70f89913edeb386358a6134f2a0c,10.1002ceat.201300046.Isotherm30.json,35,bar,mmol/g,0.0005345825296224855
278,1467,10.1002/ceat.201300046,NIST-MATDB-991daf7313251e7e607e2bab2da57e33,10.1002ceat.201300046.isotherm4.json,70,bar,mmol/g,0.0005345825296224855
279,1468,10.1002/ceat.201300046,NIST-MATDB-991daf7313251e7e607e2bab2da57e33,10.1002ceat.201300046.isotherm5.json,100,bar,mmol/g,0.0005345825296224855
280,1469,10.1002/ceat.201300046,NIST-MATDB-991daf7313251e7e607e2bab2da57e33,10.1002ceat.201300046.isotherm6.json,100,bar,mmol/g,0.0005345825296224855
281,1473,10.1002/ceat.201400741,NIST-MATDB-1b5c20248717ca46ef341e3c5f2c1f30,10.1002ceat.201400741.Isotherm2.json,25,bar,mmol/g,0.0005345825296224855
286,1498,10.1002/chem.200801048,NIST-MATDB-00e77b7864c973ea6e0989974761c308,10.1002chem.200801048.isotherm1.json,0,bar,mmol/g,0.0005345825296224855
287,1499,10.1002/chem.200801048,NIST-MATDB-e39d4856fb4eb22bcc744a36b84ab9c1,10.1002chem.200801048.isotherm2.json,0,bar,mmol/g,0.0005345825296224855
288,1500,10.1002/chem.200801048,NIST-MATDB-793a39b1cb9c6f64dbbce85b5fbd3dc6,10.1002chem.200801048.isotherm3.json,0,bar,mmol/g,0.0005345825296224855
300,1571,10.1002/chem.200902144,NIST-MATDB-b1d442c4ac766d1f5097e2ffc559d14f,10.1002chem.200902144.Isotherm10.json,30,bar,mmol/g,0.0005345825296224855
301,1572,10.1002/chem.200902144,NIST-MATDB-b1d442c4ac766d1f5097e2ffc559d14f,10.1002chem.200902144.Isotherm11.json,30,bar,mmol/g,0.0005345825296224855
302,1581,10.1002/chem.200902144,NIST-MATDB-e09d347dd969d6bd83df1d148fc34ecc,10.1002chem.200902144.Isotherm18.json,30,bar,mmol/g,0.0005345825296224855
303,1582,10.1002/chem.200902144,NIST-MATDB-e09d347dd969d6bd83df1d148fc34ecc,10.1002chem.200902144.Isotherm18-1.json,0,bar,mmol/g,0.0005345825296224855
304,1583,10.1002/chem.200902144,NIST-MATDB-b1d442c4ac766d1f5097e2ffc559d14f,10.1002chem.200902144.Isotherm19.json,30,bar,mmol/g,0.0005345825296224855
305,1584,10.1002/chem.200902144,NIST-MATDB-b1d442c4ac766d1f5097e2ffc559d14f,10.1002chem.200902144.Isotherm19-1.json,25,bar,mmol/g,0.0005345825296224855
306,1586,10.1002/chem.200902144,NIST-MATDB-b2dc02871a66ac38e4b195796cf3e00b,10.1002chem.200902144.Isotherm20.json,30,bar,mmol/g,0.0005345825296224855
307,1587,10.1002/chem.200902144,NIST-MATDB-b2dc02871a66ac38e4b195796cf3e00b,10.1002chem.200902144.Isotherm20-1.json,25,bar,mmol/g,0.0005345825296224855
308,1588,10.1002/chem.200902144,NIST-MATDB-e09d347dd969d6bd83df1d148fc34ecc,10.1002chem.200902144.Isotherm21.json,30,bar,mmol/g,0.0005345825296224855
309,1589,10.1002/chem.200902144,NIST-MATDB-e09d347dd969d6bd83df1d148fc34ecc,10.1002chem.200902144.Isotherm21-1.json,25,bar,mmol/g,0.0005345825296224855
310,1598,10.1002/chem.200902144,NIST-MATDB-b2dc02871a66ac38e4b195796cf3e00b,10.1002chem.200902144.Isotherm5.json,30,bar,mmol/g,0.0005345825296224855
311,1600,10.1002/chem.200902144,NIST-MATDB-b2dc02871a66ac38e4b195796cf3e00b,10.1002chem.200902144.Isotherm7.json,30,bar,mmol/g,0.0005345825296224855
312,1615,10.1002/chem.200902346,NIST-MATDB-b6e2482604ec86698407dee317093aad,10.1002chem.200902346.isotherm1.json,0,bar,mmol/g,0.0005345825296224855
348,1765,10.1002/chem.201100958,NIST-MATDB-8cae84fb784881ac1d577dea3d006c4e,10.1002chem.201100958.Isotherm1.json,-78,bar,mmol/g,0.0005345825296224855
349,1781,10.1002/chem.201100958,NIST-MATDB-8cae84fb784881ac1d577dea3d006c4e,10.1002chem.201100958.Isotherm24.json,25,bar,mmol/g,0.0005345825296224855
350,1782,10.1002/chem.201100958,NIST-MATDB-8cae84fb784881ac1d577dea3d006c4e,10.1002chem.201100958.Isotherm25.json,25,bar,mmol/g,0.0005345825296224855
373,2028,10.1002/chem.201202352,NIST-MATDB-e7c1a673818ca05ad7638253e9b7cbc3,10.1002chem.201202352.Isotherm14.json,-77,bar,mmol/g,0.0005345825296224855
374,2029,10.1002/chem.201202352,NIST-MATDB-e7c1a673818ca05ad7638253e9b7cbc3,10.1002chem.201202352.Isotherm15.json,25,bar,mmol/g,0.0005345825296224855
375,2030,10.1002/chem.201202352,NIST-MATDB-e7c1a673818ca05ad7638253e9b7cbc3,10.1002chem.201202352.Isotherm16.json,25,bar,mmol/g,0.0005345825296224855
382,2084,10.1002/chem.201203753,NIST-MATDB-c9074bc9b567193e424f841acdcd1036,10.1002chem.201203753.isotherm9.json,25,bar,mmol/g,0.0005345825296224855
385,2105,10.1002/chem.201301212,NIST-MATDB-fb65f0f64c80608cc22691330104b229,10.1002chem.201301212.isotherm14.json,0,bar,mmol/g,0.0005345825296224855
426,2295,10.1002/chem.201503078,NIST-MATDB-da7808647cb941dd42225b34b5fdd3d2,10.1002chem.201503078.Isotherm12.json,0,bar,mmol/g,0.0005345825296224855
427,2296,10.1002/chem.201503078,NIST-MATDB-5ab0dbe0639729711750ef4b97715f0f,10.1002chem.201503078.Isotherm13.json,0,bar,mmol/g,0.0005345825296224855
428,2297,10.1002/chem.201503078,NIST-MATDB-2ba22fe88acfff3b260dbf0546389473,10.1002chem.201503078.Isotherm14.json,0,bar,mmol/g,0.0005345825296224855
429,2298,10.1002/chem.201503078,NIST-MATDB-3e9274a2f0ba9b28a3f647062c3a65ee,10.1002chem.201503078.Isotherm15.json,0,bar,mmol/g,0.0005345825296224855
430,2299,10.1002/chem.201503078,NIST-MATDB-aea3f1b0a380fb8c52aabd3775948a57,10.1002chem.201503078.Isotherm16.json,0,bar,mmol/g,0.0005345825296224855
431,2300,10.1002/chem.201503078,NIST-MATDB-02ee5ee5695c86c65d9ce3e4d51502d8,10.1002chem.201503078.Isotherm17.json,0,bar,mmol/g,0.0005345825296224855
432,2301,10.1002/chem.201503078,NIST-MATDB-ac25b861a39699f2f9034b0f6db67f7c,10.1002chem.201503078.Isotherm18.json,0,bar,mmol/g,0.0005345825296224855
433,2302,10.1002/chem.201503078,NIST-MATDB-b93dbcc0d1f366efda3f547d30a24425,10.1002chem.201503078.Isotherm19.json,0,bar,mmol/g,0.0005345825296224855
434,2304,10.1002/chem.201503078,NIST-MATDB-da7808647cb941dd42225b34b5fdd3d2,10.1002chem.201503078.Isotherm20.json,25,bar,mmol/g,0.0005345825296224855
435,2305,10.1002/chem.201503078,NIST-MATDB-5ab0dbe0639729711750ef4b97715f0f,10.1002chem.201503078.Isotherm21.json,25,bar,mmol/g,0.0005345825296224855
436,2306,10.1002/chem.201503078,NIST-MATDB-2ba22fe88acfff3b260dbf0546389473,10.1002chem.201503078.Isotherm22.json,25,bar,mmol/g,0.0005345825296224855
437,2307,10.1002/chem.201503078,NIST-MATDB-3e9274a2f0ba9b28a3f647062c3a65ee,10.1002chem.201503078.Isotherm23.json,25,bar,mmol/g,0.0005345825296224855
438,2308,10.1002/chem.201503078,NIST-MATDB-aea3f1b0a380fb8c52aabd3775948a57,10.1002chem.201503078.Isotherm24.json,25,bar,mmol/g,0.0005345825296224855
439,2309,10.1002/chem.201503078,NIST-MATDB-02ee5ee5695c86c65d9ce3e4d51502d8,10.1002chem.201503078.Isotherm25.json,25,bar,mmol/g,0.0005345825296224855
440,2310,10.1002/chem.201503078,NIST-MATDB-ac25b861a39699f2f9034b0f6db67f7c,10.1002chem.201503078.Isotherm26.json,25,bar,mmol/g,0.0005345825296224855
441,2311,10.1002/chem.201503078,NIST-MATDB-b93dbcc0d1f366efda3f547d30a24425,10.1002chem.201503078.Isotherm27.json,25,bar,mmol/g,0.0005345825296224855
448,2406,10.1002/Cjce.20700,NIST-MATDB-2c9380bddc59f547484ff729eab7d7cb,10.1002Cjce.20700.Isotherm1.json,25,bar,mmol/g,0.0005345825296224855
449,2407,10.1002/Cjce.20700,NIST-MATDB-2c9380bddc59f547484ff729eab7d7cb,10.1002Cjce.20700.Isotherm2.json,25,bar,mmol/g,0.0005345825296224855
450,2465,10.1002/cphc.201200243,NIST-MATDB-12f0e59f182a26494316933fff0304e2,10.1002cphc.201200243.isotherm1a.json,-30,bar,mmol/g,0.0005345825296224855
451,2466,10.1002/cphc.201200243,NIST-MATDB-12f0e59f182a26494316933fff0304e2,10.1002cphc.201200243.isotherm1b.json,-10,bar,mmol/g,0.0005345825296224855
452,2467,10.1002/cphc.201200243,NIST-MATDB-12f0e59f182a26494316933fff0304e2,10.1002cphc.201200243.isotherm1c.json,10,bar,mmol/g,0.0005345825296224855
453,2468,10.1002/cphc.201200243,NIST-MATDB-12f0e59f182a26494316933fff0304e2,10.1002cphc.201200243.isotherm1d.json,20,bar,mmol/g,0.0005345825296224855
