,Original_idx,DOI,adsorbent_hashkey,isotherm_file,temp_C,P_units,ads_units,adsorbent
0,167,10.1002/adfm.201101479,NIST-MATDB-655315f090663b4723680a6683f06403,10.1002adfm.201101479.Isotherm13.json,15,bar,wt%,Zn(BDC)(DMBPY) 0.5
1,168,10.1002/adfm.201101479,NIST-MATDB-655315f090663b4723680a6683f06403,10.1002adfm.201101479.Isotherm14.json,25,bar,wt%,Zn(BDC)(DMBPY) 0.5
2,169,10.1002/adfm.201101479,NIST-MATDB-655315f090663b4723680a6683f06403,10.1002adfm.201101479.Isotherm15.json,30,bar,wt%,Zn(BDC)(DMBPY) 0.5
3,170,10.1002/adfm.201101479,NIST-MATDB-655315f090663b4723680a6683f06403,10.1002adfm.201101479.Isotherm16.json,35,bar,wt%,Zn(BDC)(DMBPY) 0.5
4,171,10.1002/adfm.201101479,NIST-MATDB-8fad47f65fa08c7ac5157aa92c218b1d,10.1002adfm.201101479.Isotherm17.json,15,bar,wt%,Zn(NDC)(DMBPY) 0.5
5,172,10.1002/adfm.201101479,NIST-MATDB-8fad47f65fa08c7ac5157aa92c218b1d,10.1002adfm.201101479.Isotherm18.json,25,bar,wt%,Zn(NDC)(DMBPY) 0.5
6,173,10.1002/adfm.201101479,NIST-MATDB-d049583f6d607e59dc804c4029176dcb,10.1002adfm.201101479.Isotherm19.json,15,bar,wt%,Zn(BDC)(BPY) 0.5
7,175,10.1002/adfm.201101479,NIST-MATDB-d049583f6d607e59dc804c4029176dcb,10.1002adfm.201101479.Isotherm20.json,25,bar,wt%,Zn(BDC)(BPY) 0.5
8,176,10.1002/adfm.201101479,NIST-MATDB-b16ee19c4a2d5d7d2f7e09cb7263392f,10.1002adfm.201101479.Isotherm21.json,15,bar,wt%,Zn(NDC)(BPY) 0.5
9,177,10.1002/adfm.201101479,NIST-MATDB-b16ee19c4a2d5d7d2f7e09cb7263392f,10.1002adfm.201101479.Isotherm22.json,25,bar,wt%,Zn(NDC)(BPY) 0.5
10,192,10.1002/adfm.201101479,NIST-MATDB-655315f090663b4723680a6683f06403,10.1002adfm.201101479.Isotherm5.json,0,bar,wt%,Zn(BDC)(DMBPY) 0.5
11,193,10.1002/adfm.201101479,NIST-MATDB-b16ee19c4a2d5d7d2f7e09cb7263392f,10.1002adfm.201101479.Isotherm6.json,0,bar,wt%,Zn(NDC)(BPY) 0.5
12,194,10.1002/adfm.201101479,NIST-MATDB-d049583f6d607e59dc804c4029176dcb,10.1002adfm.201101479.Isotherm7.json,0,bar,wt%,Zn(BDC)(BPY) 0.5
13,195,10.1002/adfm.201101479,NIST-MATDB-8fad47f65fa08c7ac5157aa92c218b1d,10.1002adfm.201101479.Isotherm8.json,0,bar,wt%,Zn(NDC)(DMBPY) 0.5
14,197,10.1002/adfm.201200084,NIST-MATDB-1b5c20248717ca46ef341e3c5f2c1f30,10.1002adfm.201200084.Isotherm1.json,0,bar,cm3(STP)/g,NH2-MIL-53(Al)
15,201,10.1002/adfm.201200084,NIST-MATDB-1b5c20248717ca46ef341e3c5f2c1f30,10.1002adfm.201200084.Isotherm5.json,25,bar,cm3(STP)/g,NH2-MIL-53(Al)
16,206,10.1002/adfm.201300071,NIST-MATDB-a80a1e83ef7f459705c9a7aa9e199631,10.1002adfm.201300071.isotherm10.json,0,bar,cm3(STP)/g,CCT1
17,207,10.1002/adfm.201300071,NIST-MATDB-a80a1e83ef7f459705c9a7aa9e199631,10.1002adfm.201300071.isotherm11.json,0,bar,cm3(STP)/g,CCT1
18,208,10.1002/adfm.201300071,NIST-MATDB-112c61a276d0376f2f6b25dd3a337b1d,10.1002adfm.201300071.isotherm12.json,0,bar,cm3(STP)/g,CT
19,209,10.1002/adfm.201300071,NIST-MATDB-a80a1e83ef7f459705c9a7aa9e199631,10.1002adfm.201300071.isotherm13.json,0,bar,cm3(STP)/g,CCT1
20,210,10.1002/adfm.201300071,NIST-MATDB-a80a1e83ef7f459705c9a7aa9e199631,10.1002adfm.201300071.isotherm14.json,0,bar,cm3(STP)/g,CCT1
21,211,10.1002/adfm.201300071,NIST-MATDB-a80a1e83ef7f459705c9a7aa9e199631,10.1002adfm.201300071.isotherm15.json,0,bar,cm3(STP)/g,CCT1
22,212,10.1002/adfm.201300071,NIST-MATDB-a80a1e83ef7f459705c9a7aa9e199631,10.1002adfm.201300071.isotherm16.json,0,bar,cm3(STP)/g,CCT1
23,213,10.1002/adfm.201300071,NIST-MATDB-112c61a276d0376f2f6b25dd3a337b1d,10.1002adfm.201300071.isotherm17.json,0,bar,cm3(STP)/g,CT
24,214,10.1002/adfm.201300071,NIST-MATDB-112c61a276d0376f2f6b25dd3a337b1d,10.1002adfm.201300071.isotherm18.json,0,bar,cm3(STP)/g,CT
25,222,10.1002/adfm.201300071,NIST-MATDB-a80a1e83ef7f459705c9a7aa9e199631,10.1002adfm.201300071.isotherm9.json,0,bar,cm3(STP)/g,CCT1
26,227,10.1002/adfm.201301178,NIST-MATDB-80e58ff29f63ec4be2f60ea3948ceaad,10.1002adfm.201301178.Isotherm2.json,-78,bar,ml/g,Zn(OPE) 2H2O
27,260,10.1002/adfm.201502069,NIST-MATDB-a8881f649c6a1c8dc5760b668d3fc1f4,10.1002adfm.201502069.Isotherm10.json,30,bar,mmol/g,DArE@PAF-1 50wt%(Photoswitched)
28,265,10.1002/adfm.201502069,NIST-MATDB-fcbfa05a72a31364cffdbc3fcb55d072,10.1002adfm.201502069.Isotherm6.json,30,bar,mmol/g,PAF-1(Photoswitched)
29,266,10.1002/adfm.201502069,NIST-MATDB-e444d66fc68bec5534b2ef85f89a4145,10.1002adfm.201502069.Isotherm7.json,30,bar,mmol/g,DArE@PAF-1 1wt%(Photoswitched)
30,267,10.1002/adfm.201502069,NIST-MATDB-c354a25737a46d160dbcebe6d23f72ee,10.1002adfm.201502069.Isotherm8.json,30,bar,mmol/g,DArE@PAF-1 5wt%(Photoswitched)
31,268,10.1002/adfm.201502069,NIST-MATDB-0c72526b865dae77fe632a90a7496e7c,10.1002adfm.201502069.Isotherm9.json,30,bar,mmol/g,DArE@PAF-1 20wt%(Photoswitched)
32,273,10.1002/adma.200601983,NIST-MATDB-adac5c7a8c6d4ec0e904766ae85d617d,10.1002adma.200601983.Isotherm1.json,-77,bar,ml/g,CUK-1
33,274,10.1002/adma.200601983,NIST-MATDB-081a0818678716f502aee0b58ac1b30a,10.1002adma.200601983.Isotherm10.json,-77,bar,ml/g,Zeolite 4A
34,280,10.1002/adma.200601983,NIST-MATDB-5f0d8d1b40eea63c05e68d3973285eae,10.1002adma.200601983.Isotherm16.json,-77,bar,ml/g,CMS-T3A
35,283,10.1002/adma.200601983,NIST-MATDB-5f0d8d1b40eea63c05e68d3973285eae,10.1002adma.200601983.Isotherm19.json,25,bar,ml/g,CMS-T3A
36,289,10.1002/adma.200601983,NIST-MATDB-adac5c7a8c6d4ec0e904766ae85d617d,10.1002adma.200601983.Isotherm6.json,25,bar,ml/g,CUK-1
37,293,10.1002/adma.200602645,NIST-MATDB-7cb7f2ebc677a987561f61f34f01f965,10.1002adma.200602645.Isotherm1.json,31,bar,mmol/g,MIL-53(Cr)
38,296,10.1002/adma.200702605,NIST-MATDB-effecf448d746525fc7ad67879197ce7,10.1002adma.200702605.isotherm2.json,-15,bar,cm3(STP)/g,Zn(2-2H)*H2O
39,301,10.1002/adma.200802485,NIST-MATDB-076152e205cd3b2b0762af72f0e4e4ad,10.1002adma.200802485.Isotherm4.json,-78,bar,cm3(STP)/g,CPP-8
40,302,10.1002/adma.200802485,NIST-MATDB-ca75e8f7a511af4f8e590d498c6e3ad3,10.1002adma.200802485.Isotherm5.json,-78,bar,cm3(STP)/g,CPP-7
41,303,10.1002/adma.200802485,NIST-MATDB-c086ff92291b8b52a6419ffd65199a8a,10.1002adma.200802485.Isotherm6.json,-78,bar,cm3(STP)/g,CPP-6
42,325,10.1002/adma.201400428,NIST-MATDB-17ddedd4ee7b8fe7e3ee6cff670333a1,10.1002adma.201400428.Isotherm5.json,25,bar,cm3(STP)/g,Cu3(BTC)2@TiO2
43,326,10.1002/adma.201400428,NIST-MATDB-991daf7313251e7e607e2bab2da57e33,10.1002adma.201400428.Isotherm6.json,25,bar,cm3(STP)/g,CuBTC
44,334,10.1002/adma.201403827,NIST-MATDB-991daf7313251e7e607e2bab2da57e33,10.1002adma.201403827.Isotherm5.json,22,bar,cm3(STP)/g,CuBTC
45,335,10.1002/adma.201403827,NIST-MATDB-991daf7313251e7e607e2bab2da57e33,10.1002adma.201403827.Isotherm6.json,22,bar,cm3(STP)/g,CuBTC
46,336,10.1002/adma.201403827,NIST-MATDB-00c717e6f22f5a7b74d17e9b0d14bca7,10.1002adma.201403827.Isotherm7.json,22,bar,cm3(STP)/g,HKUST-1@PS_63
47,337,10.1002/adma.201403827,NIST-MATDB-00c717e6f22f5a7b74d17e9b0d14bca7,10.1002adma.201403827.Isotherm8.json,22,bar,cm3(STP)/g,HKUST-1@PS_63
48,338,10.1002/adma.201403827,NIST-MATDB-d3d4c5deb455ac79dd5ff47c88bd65d9,10.1002adma.201403827.Isotherm9.json,22,bar,cm3(STP)/g,PS
49,339,10.1002/adma.201500966,NIST-MATDB-56a7e860822819db08b3fd9fc437f425,10.1002adma.201500966.Isotherm1.json,25,bar,mol/mol,Ni2(dobdc)
50,340,10.1002/adma.201500966,NIST-MATDB-f4b549a56c1a5caf008c436b7d0aaaea,10.1002adma.201500966.Isotherm2.json,25,bar,mol/mol,Mg2(dobdc)
51,341,10.1002/adma.201500966,NIST-MATDB-1e93bd0672ca0c9d104d64b9ac6b00a2,10.1002adma.201500966.Isotherm3.json,25,bar,mol/mol,Fe2(dobdc)
52,342,10.1002/adma.201500966,NIST-MATDB-f540d0c8dc9b02024da8b1bde86fcd27,10.1002adma.201500966.Isotherm4.json,25,bar,mol/mol,Co2(dobdc)
53,343,10.1002/adma.201500966,NIST-MATDB-b7c532faf2e63ad3b792c61e5c687542,10.1002adma.201500966.Isotherm5.json,25,bar,mol/mol,Zn2(dobdc)
54,344,10.1002/adma.201500966,NIST-MATDB-73a84356f3eb545dff5a90864019455a,10.1002adma.201500966.Isotherm6.json,25,bar,mol/mol,Mn2(dobdc)
55,345,10.1002/adma.201500966,NIST-MATDB-fe08df81ae0b1ff9f883222e5c62a492,10.1002adma.201500966.Isotherm7.json,25,bar,mol/mol,Cu2(dobdc)
56,361,10.1002/adsu.201700092,NIST-MATDB-86f0ec02124e8670e186f3e87a707e89,10.1002adsu.201700092.Isotherm11.json,25,bar,mmol/g,UiO-66(Zr)-NH2-F4-0.53
57,362,10.1002/adsu.201700092,NIST-MATDB-d6934b6bfd67e4cc829e07b7d1e22e49,10.1002adsu.201700092.Isotherm12.json,25,bar,mmol/g,UiO-66(Zr)-NH2
58,363,10.1002/adsu.201700092,NIST-MATDB-aa8168e0eaccc317f0e4d55f6cd58d20,10.1002adsu.201700092.Isotherm13.json,25,bar,mmol/g,Physical mixture of UiO-66(Zr)-NH2 (47 mol%) and UiO-66(Zr)-F4 (53 mol%)
59,385,10.1002/aic.10687,NIST-MATDB-9090fa3691e6b69349dabce8887a8fc8,10.1002aic.10687.Isotherm10.json,45,bar,mmol/cm3,Carbon Slit Pore
60,386,10.1002/aic.10687,NIST-MATDB-9090fa3691e6b69349dabce8887a8fc8,10.1002aic.10687.Isotherm11.json,55,bar,mmol/cm3,Carbon Slit Pore
61,387,10.1002/aic.10687,NIST-MATDB-9090fa3691e6b69349dabce8887a8fc8,10.1002aic.10687.Isotherm12.json,55,bar,mmol/cm3,Carbon Slit Pore
62,388,10.1002/aic.10687,NIST-MATDB-9090fa3691e6b69349dabce8887a8fc8,10.1002aic.10687.Isotherm13.json,65,bar,mmol/cm3,Carbon Slit Pore
63,389,10.1002/aic.10687,NIST-MATDB-9090fa3691e6b69349dabce8887a8fc8,10.1002aic.10687.Isotherm14.json,65,bar,mmol/cm3,Carbon Slit Pore
64,399,10.1002/aic.10687,NIST-MATDB-9090fa3691e6b69349dabce8887a8fc8,10.1002aic.10687.Isotherm23.json,35,bar,mmol/cm3,Carbon Slit Pore
65,400,10.1002/aic.10687,NIST-MATDB-9090fa3691e6b69349dabce8887a8fc8,10.1002aic.10687.Isotherm24.json,35,bar,mmol/cm3,Carbon Slit Pore
66,401,10.1002/aic.10687,NIST-MATDB-9090fa3691e6b69349dabce8887a8fc8,10.1002aic.10687.Isotherm25.json,45,bar,mmol/cm3,Carbon Slit Pore
67,402,10.1002/aic.10687,NIST-MATDB-9090fa3691e6b69349dabce8887a8fc8,10.1002aic.10687.Isotherm26.json,45,bar,mmol/cm3,Carbon Slit Pore
68,403,10.1002/aic.10687,NIST-MATDB-9090fa3691e6b69349dabce8887a8fc8,10.1002aic.10687.Isotherm27.json,55,bar,mmol/cm3,Carbon Slit Pore
69,404,10.1002/aic.10687,NIST-MATDB-9090fa3691e6b69349dabce8887a8fc8,10.1002aic.10687.Isotherm28.json,55,bar,mmol/cm3,Carbon Slit Pore
70,405,10.1002/aic.10687,NIST-MATDB-9090fa3691e6b69349dabce8887a8fc8,10.1002aic.10687.Isotherm29.json,65,bar,mmol/cm3,Carbon Slit Pore
71,407,10.1002/aic.10687,NIST-MATDB-9090fa3691e6b69349dabce8887a8fc8,10.1002aic.10687.Isotherm30.json,65,bar,mmol/cm3,Carbon Slit Pore
72,416,10.1002/aic.10687,NIST-MATDB-9090fa3691e6b69349dabce8887a8fc8,10.1002aic.10687.Isotherm39.json,45,Multicomponent,Multicomponent,Carbon Slit Pore
73,417,10.1002/aic.10687,NIST-MATDB-9090fa3691e6b69349dabce8887a8fc8,10.1002aic.10687.Isotherm4.json,45,bar,mmol/cm3,Carbon Slit Pore
74,418,10.1002/aic.10687,NIST-MATDB-9090fa3691e6b69349dabce8887a8fc8,10.1002aic.10687.Isotherm40.json,45,Multicomponent,Multicomponent,Carbon Slit Pore
75,419,10.1002/aic.10687,NIST-MATDB-9090fa3691e6b69349dabce8887a8fc8,10.1002aic.10687.Isotherm41.json,45,Multicomponent,Multicomponent,Carbon Slit Pore
76,420,10.1002/aic.10687,NIST-MATDB-9090fa3691e6b69349dabce8887a8fc8,10.1002aic.10687.Isotherm42.json,45,Multicomponent,Multicomponent,Carbon Slit Pore
77,421,10.1002/aic.10687,NIST-MATDB-9090fa3691e6b69349dabce8887a8fc8,10.1002aic.10687.Isotherm43.json,45,Multicomponent,Multicomponent,Carbon Slit Pore
78,422,10.1002/aic.10687,NIST-MATDB-9090fa3691e6b69349dabce8887a8fc8,10.1002aic.10687.Isotherm44.json,45,Multicomponent,Multicomponent,Carbon Slit Pore
79,423,10.1002/aic.10687,NIST-MATDB-9090fa3691e6b69349dabce8887a8fc8,10.1002aic.10687.Isotherm5.json,45,bar,mmol/cm3,Carbon Slit Pore
80,424,10.1002/aic.10687,NIST-MATDB-9090fa3691e6b69349dabce8887a8fc8,10.1002aic.10687.Isotherm6.json,45,bar,mmol/cm3,Carbon Slit Pore
81,425,10.1002/aic.10687,NIST-MATDB-9090fa3691e6b69349dabce8887a8fc8,10.1002aic.10687.Isotherm7.json,35,bar,mmol/cm3,Carbon Slit Pore
82,426,10.1002/aic.10687,NIST-MATDB-9090fa3691e6b69349dabce8887a8fc8,10.1002aic.10687.Isotherm8.json,35,bar,mmol/cm3,Carbon Slit Pore
83,427,10.1002/aic.10687,NIST-MATDB-9090fa3691e6b69349dabce8887a8fc8,10.1002aic.10687.Isotherm9.json,45,bar,mmol/cm3,Carbon Slit Pore
84,455,10.1002/Aic.11865,NIST-MATDB-1b4fff6cb48e3c544cb81776c1f1ac76,10.1002Aic.11865.isotherm3.json,25,bar,mmol/g,Soc-MOF
85,511,10.1002/Aic.13970,NIST-MATDB-b699807b06891c7f1f32b0be7c081517,10.1002Aic.13970.isotherm10.json,55,bar,mmol/g,ED-ZIF-8
86,512,10.1002/Aic.13970,NIST-MATDB-b2dc02871a66ac38e4b195796cf3e00b,10.1002Aic.13970.isotherm11.json,25,bar,mg/m2,ZIF-8
87,513,10.1002/Aic.13970,NIST-MATDB-b2dc02871a66ac38e4b195796cf3e00b,10.1002Aic.13970.isotherm12.json,35,bar,mg/m2,ZIF-8
88,514,10.1002/Aic.13970,NIST-MATDB-b2dc02871a66ac38e4b195796cf3e00b,10.1002Aic.13970.isotherm13.json,45,bar,mg/m2,ZIF-8
89,515,10.1002/Aic.13970,NIST-MATDB-b2dc02871a66ac38e4b195796cf3e00b,10.1002Aic.13970.isotherm14.json,55,bar,mg/m2,ZIF-8
90,516,10.1002/Aic.13970,NIST-MATDB-b699807b06891c7f1f32b0be7c081517,10.1002Aic.13970.isotherm15.json,25,bar,mg/m2,ED-ZIF-8
91,517,10.1002/Aic.13970,NIST-MATDB-b699807b06891c7f1f32b0be7c081517,10.1002Aic.13970.isotherm16.json,35,bar,mg/m2,ED-ZIF-8
92,518,10.1002/Aic.13970,NIST-MATDB-b699807b06891c7f1f32b0be7c081517,10.1002Aic.13970.isotherm17.json,45,bar,mg/m2,ED-ZIF-8
93,519,10.1002/Aic.13970,NIST-MATDB-b699807b06891c7f1f32b0be7c081517,10.1002Aic.13970.isotherm18.json,55,bar,mg/m2,ED-ZIF-8
94,532,10.1002/Aic.13970,NIST-MATDB-b2dc02871a66ac38e4b195796cf3e00b,10.1002Aic.13970.isotherm3.json,25,bar,mmol/g,ZIF-8
95,540,10.1002/Aic.13970,NIST-MATDB-b2dc02871a66ac38e4b195796cf3e00b,10.1002Aic.13970.isotherm37.json,25,bar,mmol/g,ZIF-8
96,543,10.1002/Aic.13970,NIST-MATDB-b2dc02871a66ac38e4b195796cf3e00b,10.1002Aic.13970.isotherm4.json,35,bar,mmol/g,ZIF-8
97,547,10.1002/Aic.13970,NIST-MATDB-b699807b06891c7f1f32b0be7c081517,10.1002Aic.13970.isotherm45.json,25,bar,mmol/g,ED-ZIF-8
98,550,10.1002/Aic.13970,NIST-MATDB-b2dc02871a66ac38e4b195796cf3e00b,10.1002Aic.13970.isotherm5.json,45,bar,mmol/g,ZIF-8
99,551,10.1002/Aic.13970,NIST-MATDB-b2dc02871a66ac38e4b195796cf3e00b,10.1002Aic.13970.isotherm6.json,55,bar,mmol/g,ZIF-8
100,552,10.1002/Aic.13970,NIST-MATDB-b699807b06891c7f1f32b0be7c081517,10.1002Aic.13970.isotherm7.json,25,bar,mmol/g,ED-ZIF-8
101,553,10.1002/Aic.13970,NIST-MATDB-b699807b06891c7f1f32b0be7c081517,10.1002Aic.13970.isotherm8.json,35,bar,mmol/g,ED-ZIF-8
102,554,10.1002/Aic.13970,NIST-MATDB-b699807b06891c7f1f32b0be7c081517,10.1002Aic.13970.isotherm9.json,45,bar,mmol/g,ED-ZIF-8
103,555,10.1002/Aic.14467,NIST-MATDB-f455e6339397d022a9bf1134cca8376d,10.1002Aic.14467.Isotherm1.json,25,bar,mmol/g,DDR
104,556,10.1002/Aic.14467,NIST-MATDB-b848f05ba9fb26cdd50755863b377c56,10.1002Aic.14467.Isotherm10.json,25,bar,mmol/g,MIL-47
105,557,10.1002/Aic.14467,NIST-MATDB-b848f05ba9fb26cdd50755863b377c56,10.1002Aic.14467.Isotherm11.json,25,bar,mmol/g,MIL-47
106,558,10.1002/Aic.14467,NIST-MATDB-bbd809480ca8c8d0e4d066e70a9719d1,10.1002Aic.14467.Isotherm12.json,25,bar,mmol/g,MOF-177
107,559,10.1002/Aic.14467,NIST-MATDB-bbd809480ca8c8d0e4d066e70a9719d1,10.1002Aic.14467.Isotherm13.json,25,bar,mmol/g,MOF-177
108,560,10.1002/Aic.14467,NIST-MATDB-bbd809480ca8c8d0e4d066e70a9719d1,10.1002Aic.14467.Isotherm14.json,25,bar,mmol/g,MOF-177
109,561,10.1002/Aic.14467,NIST-MATDB-f5e80ffaaaf05f4ed655664fd22defb9,10.1002Aic.14467.Isotherm15.json,25,bar,mmol/g,Mg-MOF-74
110,562,10.1002/Aic.14467,NIST-MATDB-f5e80ffaaaf05f4ed655664fd22defb9,10.1002Aic.14467.Isotherm16.json,25,bar,mmol/g,Mg-MOF-74
111,563,10.1002/Aic.14467,NIST-MATDB-b2dc02871a66ac38e4b195796cf3e00b,10.1002Aic.14467.Isotherm17.json,25,bar,mmol/g,ZIF-8
112,564,10.1002/Aic.14467,NIST-MATDB-b2dc02871a66ac38e4b195796cf3e00b,10.1002Aic.14467.Isotherm18.json,25,bar,mmol/g,ZIF-8
113,565,10.1002/Aic.14467,NIST-MATDB-367c1fc33062b7f842fdf3a5071148d9,10.1002Aic.14467.Isotherm19.json,40,bar,mmol/g,Zeolite FAU
114,566,10.1002/Aic.14467,NIST-MATDB-f455e6339397d022a9bf1134cca8376d,10.1002Aic.14467.Isotherm2.json,25,bar,mmol/g,DDR
115,567,10.1002/Aic.14467,NIST-MATDB-f455e6339397d022a9bf1134cca8376d,10.1002Aic.14467.Isotherm20.json,40,bar,mmol/g,DDR
116,568,10.1002/Aic.14467,NIST-MATDB-18e376e92b271f0e1a62a2a81dcd0a63,10.1002Aic.14467.Isotherm21.json,40,bar,mmol/g,ZIF-10
117,569,10.1002/Aic.14467,NIST-MATDB-b2dc02871a66ac38e4b195796cf3e00b,10.1002Aic.14467.Isotherm22.json,40,bar,mmol/g,ZIF-8
118,570,10.1002/Aic.14467,NIST-MATDB-b848f05ba9fb26cdd50755863b377c56,10.1002Aic.14467.Isotherm23.json,40,bar,mmol/g,MIL-47
119,571,10.1002/Aic.14467,NIST-MATDB-71d6fc9e1d75f65e8a04544608290958,10.1002Aic.14467.Isotherm24.json,40,bar,mmol/g,Zn-MOF-74
120,572,10.1002/Aic.14467,NIST-MATDB-991daf7313251e7e607e2bab2da57e33,10.1002Aic.14467.Isotherm25.json,40,bar,mmol/g,CuBTC
121,573,10.1002/Aic.14467,NIST-MATDB-f5e80ffaaaf05f4ed655664fd22defb9,10.1002Aic.14467.Isotherm26.json,40,bar,mmol/g,Mg-MOF-74
122,577,10.1002/Aic.14467,NIST-MATDB-b342ae78d659f61921dcf8ab7031c67a,10.1002Aic.14467.Isotherm3.json,30,bar,mmol/g,MFI
123,588,10.1002/Aic.14467,NIST-MATDB-b342ae78d659f61921dcf8ab7031c67a,10.1002Aic.14467.Isotherm4.json,30,bar,mmol/g,MFI
124,599,10.1002/Aic.14467,NIST-MATDB-2c9380bddc59f547484ff729eab7d7cb,10.1002Aic.14467.Isotherm5.json,25,bar,mmol/g,IRMOF-1
125,610,10.1002/Aic.14467,NIST-MATDB-2c9380bddc59f547484ff729eab7d7cb,10.1002Aic.14467.Isotherm6.json,25,bar,mmol/g,IRMOF-1
126,621,10.1002/Aic.14467,NIST-MATDB-991daf7313251e7e607e2bab2da57e33,10.1002Aic.14467.Isotherm7.json,30,bar,mmol/g,CuBTC
127,632,10.1002/Aic.14467,NIST-MATDB-991daf7313251e7e607e2bab2da57e33,10.1002Aic.14467.Isotherm8.json,30,bar,mmol/g,CuBTC
128,643,10.1002/Aic.14467,NIST-MATDB-b848f05ba9fb26cdd50755863b377c56,10.1002Aic.14467.Isotherm9.json,25,bar,mmol/g,MIL-47
129,647,10.1002/Aic.14467,NIST-MATDB-991daf7313251e7e607e2bab2da57e33,10.1002Aic.14467.Isotherm93.json,40,bar,mmol/g,CuBTC
130,648,10.1002/Aic.14467,NIST-MATDB-f5e80ffaaaf05f4ed655664fd22defb9,10.1002Aic.14467.Isotherm94.json,40,bar,mmol/g,Mg-MOF-74
131,649,10.1002/Aic.14467,NIST-MATDB-71d6fc9e1d75f65e8a04544608290958,10.1002Aic.14467.Isotherm95.json,40,bar,mmol/g,Zn-MOF-74
132,650,10.1002/Aic.14467,NIST-MATDB-b848f05ba9fb26cdd50755863b377c56,10.1002Aic.14467.Isotherm96.json,40,bar,mmol/g,MIL-47
133,651,10.1002/Aic.14467,NIST-MATDB-b2dc02871a66ac38e4b195796cf3e00b,10.1002Aic.14467.Isotherm97.json,40,bar,mmol/g,ZIF-8
134,780,10.1002/aic.690461017,NIST-MATDB-453276ee992ed07dc207ed08b2b221ce,10.1002aic.690461017.isotherm1.json,32,bar,mmol/g,Carbon
135,781,10.1002/aic.690461017,NIST-MATDB-453276ee992ed07dc207ed08b2b221ce,10.1002aic.690461017.isotherm2.json,36,bar,mmol/g,Carbon
136,782,10.1002/aic.690461017,NIST-MATDB-453276ee992ed07dc207ed08b2b221ce,10.1002aic.690461017.isotherm3.json,40,bar,mmol/g,Carbon
137,783,10.1002/aic.690461017,NIST-MATDB-453276ee992ed07dc207ed08b2b221ce,10.1002aic.690461017.isotherm4.json,45,bar,mmol/g,Carbon
138,784,10.1002/aic.690461017,NIST-MATDB-453276ee992ed07dc207ed08b2b221ce,10.1002aic.690461017.isotherm5.json,35,bar,mmol/g,Carbon
139,785,10.1002/aic.690461017,NIST-MATDB-453276ee992ed07dc207ed08b2b221ce,10.1002aic.690461017.isotherm6.json,45,bar,mmol/g,Carbon
140,786,10.1002/aic.690461017,NIST-MATDB-453276ee992ed07dc207ed08b2b221ce,10.1002aic.690461017.isotherm7.json,55,bar,mmol/g,Carbon
141,787,10.1002/aic.690470520,NIST-MATDB-1e130146cc6d11f05471f1e054d640c8,10.1002aic.690470520.Isotherm1.json,20,bar,mmol/g,Zeolite NaX
142,799,10.1002/aic.690470520,NIST-MATDB-1e130146cc6d11f05471f1e054d640c8,10.1002aic.690470520.Isotherm6.json,20,bar,mmol/g,Zeolite NaX
143,869,10.1002/ange.201501718,NIST-MATDB-c7cd24c3054ed101925efb252b6d2449,10.1002ange.201501718.Isotherm2.json,0,bar,mmol/g,PKU-17
144,882,10.1002/anie.200502844,NIST-MATDB-eb8a03810908350733a3ad317d9a5927,10.1002anie.200502844.isotherm2.json,-78,bar,cm3(STP)/g,MOF-508b
145,897,10.1002/anie.200603270,NIST-MATDB-71b4ce0a83ae3c62d3d299b40919e8b1,10.1002anie.200603270.Isotherm2.json,-78,bar,ml/g,[Ag2(Me4bpz)]
146,911,10.1002/anie.200604353,NIST-MATDB-e5f91e45030905cffe29ac36db9a1d90,10.1002anie.200604353.Isotherm19.json,-78,bar,mmol/g,MAMS-1
147,913,10.1002/anie.200604353,NIST-MATDB-e5f91e45030905cffe29ac36db9a1d90,10.1002anie.200604353.Isotherm20.json,-78,bar,mmol/g,MAMS-1
148,930,10.1002/anie.200700218,NIST-MATDB-2c9380bddc59f547484ff729eab7d7cb,10.1002anie.200700218.isotherm1.json,25,bar,mg/g,IRMOF-1
149,931,10.1002/anie.200700218,NIST-MATDB-2c9380bddc59f547484ff729eab7d7cb,10.1002anie.200700218.isotherm2.json,25,bar,mg/g,IRMOF-1
150,937,10.1002/anie.200702324,NIST-MATDB-11da815940ce89b79b2c7841ee4e2fd4,10.1002anie.200702324.Isotherm3.json,25,bar,mmol/g,C384H192N48O96Tb16
151,938,10.1002/anie.200702324,NIST-MATDB-11da815940ce89b79b2c7841ee4e2fd4,10.1002anie.200702324.Isotherm4.json,25,bar,mmol/g,C384H192N48O96Tb16
152,941,10.1002/anie.200703086,NIST-MATDB-1ba268c29a7e49ff52536aed9796a97e,10.1002anie.200703086.isotherm3.json,-78,bar,molecules/formula unit,{Ce(tci)}n
153,951,10.1002/anie.200800312,NIST-MATDB-dc22be19bf245dd21ce116d5302b6599,10.1002anie.200800312.Isotherm1.json,-78,bar,cm3(STP)/g,PCN-17
154,959,10.1002/anie.200803067,NIST-MATDB-7cb7f2ebc677a987561f61f34f01f965,10.1002anie.200803067.Isotherm1.json,27,bar,molecules/unitcell,MIL-53(Cr)
155,960,10.1002/anie.200803067,NIST-MATDB-7cb7f2ebc677a987561f61f34f01f965,10.1002anie.200803067.Isotherm2.json,27,bar,molecules/unitcell,MIL-53(Cr)
